Movie Title,movie_id,release_date,genres,casts,directors,writers,producers,plot_summary,votes,rating
barfi!,2082197,14 Sep 2012,Comedy & Drama & Romance,"['Roopa Ganguly', 'Archana Dani', 'Subhankar Ghosh', 'Sujata Sehgal', 'Rahul Malhothra', 'Kenneth Desai', 'Purva Parag', 'Priyanka Chopra Jonas', 'Arun Bali', 'Saurabh Shukla', 'Akash Khurana', 'Nirmala D. Thappa', 'Bholaraj Sapkota', 'Haradhan Bannerjee', 'Nigam Thakur', 'Ranbir Kapoor', 'Preiti Mamgain', 'Sumona Chakravarti', 'Rajeev Mishra', 'Neeraj Khetrapal', 'Apurva Pranjape', 'Uday Tikekar', ""Ileana D'Cruz"", 'Ashish Vidyarthi', 'Bhagyashree Dembla', 'Jisshu Sengupta', 'Rahul Garg']",['Anurag Basu'],"['Tani Basu', 'Sanjeev Dutta', 'Anurag Basu']","['Rucha Pathak', 'Shubh Shivdasani', 'Ronnie Screwvala', 'Siddharth Roy Kapur', 'Sikandar Rana', 'Sanu Roy']","Set in the 1970s in a pretty corner of India, Barfi. is the story of three young people who learn that love can neither be defined nor contained by society's norms of normal and abnormal. Barfi, a hearing and speech impaired boy falls in love with Shruti. In spite of her deep affection for Barfii, Shruti gives into societal and parental pressure to marry a 'normal' man and lead a 'normal' life. Many years later their paths cross once again when Barfi, now in love with Jhilmil, is on the run from the police. Barfi is desperately seeking Jhilmil, who has gone missing. Shruti's realization that Jhilmil is autistic makes her recognize that true love is really blind. Caught in a cat and mouse game, in the search for the girl Barfi loves, Shruti realizes that she is still in love with him.",78385.0,8.1
chak de! india,0871510,10 Aug 2007,Drama & Family & Sport,"['Seema Azmi', 'Kimi Laldawla', 'Celina Lazarus', 'Vidya Malvade', 'Sagarika Ghatge', 'Mary Lofthouse', 'Joshua Burt', 'Vicki Periorellis', 'Liz Duffield', ""Sarah O'Connor"", 'Rio Kapadia', 'Chantelle Abela', 'Elizabeth Vardy', 'Ansh Rathore', 'Lisa Blake', 'Anaitha Nair', 'Chitrashi Rawat', 'Jayshree Arora', 'Shilpa Shukla', 'Ravi Kachhawa', 'Arya Menon', 'Nakul Vaid', 'Danielle Schubach', 'Mirko Jukic', 'Brodie Whitmore', 'Masochon V. Zimik', 'Ramakant Dayma', 'Nichola Sequeira', 'Nicholas Mifsud', 'Shubhi Mehta', 'Lauren Demetriou', 'Aleesha Willett', 'Kate Sandry', 'Javed Khan', 'Sandia Furtado', 'Shah Rukh Khan', 'Janine Pretorius', 'Kim Snowden', 'Vibha Chhibber', 'Emily White', 'Jill van Duuren', 'Anjan Srivastav', 'Vivan Bhatena', 'Padam Bhushan', 'Kasey Davis', 'Mohit Chauhan', 'Lalhmingkimi Khiangte', 'Amanda Wilkinson', 'Nisha Nair', 'Raj Joshi', 'Kimberly Miranda', 'Ashleigh Paige Burt', 'Raynia Mascerhanas', 'Tanya Abrol']",['Shimit Amin'],['Jaideep Sahni'],"['Mitu Bhowmick Lange', 'Padam Bhushan', 'Aashish Singh', 'Yash Chopra', 'Aditya Chopra']","Kabir Khan (Shahrukh Khan) knows what it's like to come back from the dead. The ex Indian Captain has now come back in the avatar of the Coach of the Indian Women's National Hockey team. A team that exists more on paper and less in reality. The team is a rag-tag bunch of girls with their own agenda. A bunch of girls who have forgotten what it is like to play for the love of the game. Of playing because you want glory for your country. Not because you want a pensioned job or a government flat. They have all forgotten the sharp thrill of just holding the hockey stick, keeping their eyes on the ball and playing for all they are worth. They have played every game but hockey to make sure they get selected every year in the Indian National team. But what does it really mean to play for the Indian National team? To play for India? The girls have never known the thrilling energy of being Team India. Of giving their all to see their country's name on a trophy. But Kabir Khan, once a captain, now forgotten, does. He knows what it takes to get there. And what it means to return empty handed. This time, he wants to make sure that it's different. He knows there are no second chances. Despite his past, he believes that if only the girls played as one, anything would be possible. Because Kabir Khan believes that it is not that we can't win. It's just that we have never believed we can. CHAK DE INDIA is the story of a coach's fight of making his team, Team India by overcoming their diverse backgrounds, by learning to use everything that life hurls on them as a secret weapon. It's a story about honesty, sincerity and integrity. The Film became a cult classic and won its leading man the National Award and put the Indian National Sport ""Hockey"", back on the map.",77061.0,8.2
munna bhai m.b.b.s.,0374887,19 Dec 2003,Comedy & Drama,"['Rohitash Gaud', 'Khurshed Lawyer', 'Debashish Naha', 'Melissa Paes', 'V.M. Badola', 'Sanjay Dutt', 'Arshad Warsi', 'Mansi Upadhyay', 'Kenneth Desai', 'Chirkut', 'Kali Patel', 'Nitin Shingal', 'Arnob Khan Akib', 'Kurush Deboo', 'Pankaj Badra', 'Monty Gill', 'Momi Khan', 'Yatin Karyekar', 'Neha Dubey', 'Nawazuddin Siddiqui', 'Rohini Hattangadi', 'Surendra Rajan', 'Sada Yadav', 'Anuradha Chandan', 'Pushkar Shrotri', 'RamKumar Salunke', 'Sunil Dutt', 'Thao', 'Bomie E. Dotiwala', 'Niranjan Asrani', 'Reeta Joshi', 'Ajay Sharma', 'Gracy Singh', 'Rita Puri', 'Chitra Kopikar', 'Abhijeet Lahiri', 'Gurinder Makna', 'Dipendra', 'Jimmy Sheirgill', 'Vishal Thakkar', 'Sumit Kaul', 'Boman Irani', 'Rupesh Waghmare', 'Priya Bapat', 'Feroze Habib', 'Mumait Khan', 'Atul Srivastava', 'Suresh Chatwal']",['Rajkumar Hirani'],"['Lajan Joseph', 'Vidhu Vinod Chopra', 'Rajkumar Hirani', 'Abbas Tyrewala']","['Vidhu Vinod Chopra', 'Vir Chopra']","In India gangsters are called Bhai (brothers). One such Bhai is Munna, who is feared by everyone in Mumbai, a big city in India. He cons his village-based parents into believing that he is a doctor. He gets a shock when he finds out that they are coming to verify for themselves. So he transforms a rooming shanty house into a makeshift hospital, populated by patients, people he beats up. His parents arrive, are pleased, and happy that their son is well settled. They would like him to get married to a doctor's daughter. The marriage is arranged, but before the engagement, the bride's father finds out the truth about Munna, and cancels the marriage. Munna's humiliated parents see the truth for themselves, and hurt, they return home, leaving Munna with a strong desire to hurt the doctor - and force him to let his daughter get married to him - even if it means getting admitted in the medical college - with forged documents!!!",77283.0,8.1
bajrangi bhaijaan,3863552,17 Jul 2015,Action & Adventure & Comedy & Drama,"['Gopal Krishna Pandit', 'Pawan Singh', 'Habib Azmi', 'Kamal Awasthi', 'Krunal Pandit', 'Prasoon Narayan', 'Rajesh Sharma', 'Rajan Kavrata', 'Darshan Aulakh', 'Manish Raj Gupta', 'Kareena Kapoor', 'Mir Sarwar', 'Nawazuddin Siddiqui', 'Om Puri', 'Salman Khan', 'Kashvi Kothari', 'Mohd', 'Mohammed Shakir', 'Sahil Patel', 'Harish Chauhan Banchta', 'Rajesh Barsewal', 'Ghulam Din', 'Harsh Singh', 'Shadab Nizami', 'Khushaal Pawar', 'Nivya Chemburkar', 'Chand Nizami', 'Atul Srivastava', 'Abhimanyu Sarkar', 'Ashok Shivpuri', 'Shahid Afridi', 'Akshay Keswani', 'Pradeep Jangid', 'Abdul Rashid', 'Dimple Bagroy', 'Mursaleem Qureshi', 'Sharat Saxena', 'Kunal Sharma', 'Bhuvan Azad', 'Sharvjeet Kaur', 'Karan Mehat', 'Shahnawaz Bhat', 'Manzoor Shah', 'Ravi Khanna', 'Kartikesh Thakur', 'Aneesh Kumar', 'Yuvraj Singh Bajwa', 'Omprakash Upadhyay', 'Sunil Saraswat', 'Bashir Lone', 'Sunil Chitkara', 'Umesh Kumar Mihani', 'Manoj Bakshi', 'Jeet Kaur', 'Sabhir Ravinder', 'Maqbool Shah', 'Shveta Grover', 'Bilal Ahamad Bhagat', 'Helena Fonseca', 'Showkat Magray', 'Babul Bhavsar', 'Abdul Wahid Chisti', 'Arash Shukla', 'Imran Farooq Gani', 'Khemchand Verma', 'Bhavani Bashir Yasir', 'Kamlesh Gill', 'Sunita Shirole', 'Yudhvir Dahiya', 'Shilpa Shukla', 'Sonia Chaudhary', 'Bhawani Muzamil', 'Neel Tyagi', 'Yash Kumar', 'Raju', 'Tasleem', 'Rohit Tada', 'Sunita Raina', 'Harshaali Malhotra', 'Raj Sharma', 'Ishant Bhanushli', 'Tahi Ahamad Nagar', 'Javed Ahamad Khan', 'Grish Majethiya', 'Azad', 'Rajkumar', 'Chandraprakash Thakur', 'Alok Gagdekar', 'Hazel Gupta', 'Aman Kumar', 'Rayees Rashid Wathoori', 'Tofik Niraj', 'Janardhan Mishra', 'Sagar Pandey', 'Vikrant Singh', 'Imran Shaikh', 'Guru Shankar Singh', 'Teji', 'Uday Atrolia', 'Tania Narula', 'Usha Kiran', 'Sanjeev Jaiswal', 'Rawat Dev Goswami', 'Kamal Shera', 'Rashi Gupta Vikram Chauhan', 'Singh Dhananjay', 'Sujata Jog', 'Yuvraaj Bajwa', 'Adnan Sami', 'Jimmy', 'Najeem Khan', 'Abhishek Sharma', 'Somnath Chauhan', 'Tasleem Shaikh', 'Arshin Mehta', 'Meher Vij', 'Manoj Kumar', 'Karan Tamboli', 'Mohommed Ali Shah', 'Alka Badola Kaushal', 'Sohrab Nizami', 'Bharat Kumar Dhingra', 'Surendra Prasad']",['Kabir Khan'],"['Kabir Khan', 'Vijayendra Prasad', 'Parveez Sheikh']","['Garima Mehta', 'Kabir Khan', 'Rajessh Bhat', 'Navmeet Singh', 'Salman Khan', 'Amar Butala', 'Roysa Rajpurohit', 'Rockline Venkatesh', 'Sunil Lulla', 'Rajan Kapoor']","A little mute girl from a Pakistani village gets lost on her return back from a trip to India. In Kurukshetra, she meets Pawan - an ardent devotee of Lord Hanuman - who is in the midst of a challenge posed by his lover's father. In trying to discover the girl's parents, he develops an unshakable bond with her. He tries to get into Pakistan through a path righteous to his conscience and later, accompanied with a smart Pakistani news reporter - a story that captures the imagination of the public in both countries.",80267.0,8.0
dil chahta hai,0292490,10 Aug 2001,Comedy & Drama & Romance,"['Suhasini Mulay', 'Asad Dadarkar', 'Aamir Khan', 'Claire', 'Rio Kapadia', 'Kiran Rao', 'Ahmed Khan', 'Shail Mehta', 'Ayub Khan', 'Sonali Kulkarni', 'Dimple Kapadia', 'Yusuf Hussain', 'Deepak Malhotra', 'Meenakshi Verma', 'Shilpa', 'Gordon Waddell', 'Clarence', 'Sarah Neilson', 'Simran Makhija', 'Anand Subaya', 'Bomi Doctor', 'Kerry Casey', 'Mandala Tayde', 'Samantha Tremayne', 'Saif Ali Khan', 'Kannu Gill', 'Shaina', 'Anjula Bedi', 'Preity Zinta', 'Suchitra Pillai', 'Akshaye Khanna', 'Beatrice Gibson', 'Rakesh Pandey', 'Rajat Kapoor']",['Farhan Akhtar'],"['Karan Vishwanath Kashyap', 'Farhan Akhtar', 'Karan Kashyap', 'Kassim Jagmagia']","['Farhan Akhtar', 'Ritesh Sidhwani', 'Pravin Talreja']","Three young men Akash, Sameer, and Siddharth are close friends, but their tastes and characters are completely incompatible. So when Siddharth falls in love with a much older woman, Tara, a woman who has been unsuccessful in keeping her marriage intact as well as alcohol-dependent, widens the rift between the trio, forcing them to part company. Years later, the trio will be re-united, they will be much mature and understanding, but will they still accept Siddharth love for Tara, especially when they themselves have fallen in love with women around their respective ages?",69260.0,8.1
zindagi na milegi dobara,1562872,15 Jul 2011,Comedy & Drama,"['Raaghavv Chanana', 'Pino Losada', 'Hrithik Roshan', 'Serji Misas', 'Gulnaaz Khan', 'Zuri Echea', 'Mandi Sidhu', 'Juan Jose Amador', 'Kalki Koechlin', 'Concha Montero', 'Isaac de los Reyes', 'Deepti Naval', 'Miguel Pedregosa', 'Prashant Prakash', 'Mayank Gupta', 'Naseeruddin Shah', 'Leonardo Trivino', 'Lolo Herrero', 'Emmanuel Balayer', 'Shilpa Singh', 'Anuradha Chandan', 'Ravi Khemu', 'Katrina Kaif', 'Anisa Butt', 'Pedro Angel Cuadra Mora', 'Barbara Holzer', 'Abhay Deol', 'Carlos José Martínez Álvarez', 'Ashish Sawhny', 'Nandini Sen', 'Suhel Seth', 'Supreet Bedi', 'Farhan Akhtar', 'Peter Wong', 'Paloma Fantova Gonzalez', 'Aashrita Kamath', 'Arnau Vilardebó', 'Anisa', 'Ariadna Cabrol', 'Atul Nandra', 'Stojan Petrov']",['Zoya Akhtar'],"['Shubham Ghude', 'Farhan Akhtar', 'Zoya Akhtar', 'Reema Kagti']","['Farhan Akhtar', 'Salvador Yagüe', 'Sunitha Ram', 'Mekala Krishnaswamy', ""Denise O'Dell"", 'Ritesh Sidhwani']","[""At the beginning of the film, Kabir (Abhay Deol) proposes to Natasha (Kalki Koechlin). Their families meet at the engagement party. At the party, Natasha learns that Kabir is planning a three-week bachelor road trip to Spain with his school friends Imraan (Farhan Akhtar) and Arjun (Hrithik Roshan). Kabir explains that the three have a long-standing pact, and that during the road trip, each of them will have to pick an adventure sport, which all three will try together. Initially, Arjun is reluctant to take part in the trip due to his workaholism and obsession with money. It is later revealed that Arjun's ex-girlfriend left him due to this reason. Imraan has an additional personal agenda on the tripto find his biological father Salman Habib (Naseeruddin Shah), an artist in Spain.The trio set off to Spain, where they plan to visit Costa Brava, Seville, and Pamplona. On the way to Costa Brava, Imraan and Kabir find it annoying that Arjun works even during the trip. Imran casually throws Arjun's phone out of their car while he was in the middle of an important call. This leads to a misunderstanding, which ends up in a violent argument. Arjun, in a fit of rage, accuses Imraan of having an affair, four years back, with Arjun's previous girlfriend (a topic which was very sensitive both to Arjun and Imraan). After getting consoled by Kabir and reaching their destination, they meet an Indian American named Laila (Katrina Kaif) in a beach. Imraan flirts with her and makes Arjun jealous. Kabir reveals that he has chosen deep sea diving as their first sport, and they later find that Laila is their diving instructor. Arjun, who cannot swim and is aquaphobic, receives assistance from Laila. She helps him overcome his fears and finish the sport successfully. Upon a request by Laila, they attend the La Tomatina festival held in Buñol with her and meet Nuria (Ariadna Cabrol). Meanwhile, Natasha becomes suspicious of Kabir's involvement with Laila and crashes his bachelor party trip, much to Kabir's discomfort in front of his friends. Imraan spends time with Nuria, and Arjun with Laila. After the boys leave, Laila realizes she has fallen in love with Arjun and chases them on a bike, not wanting to regret their partition if they don't meet in future. She and Arjun express their feelings for each other with a passionate kiss.On the way to Seville, Kabir drops Natasha at the airport, while Arjun and Imraan notices that something is wrong between her and Kabir. The trio visit Seville for sky diving, as per Arjun's choice. During the task, Imraan is forced to confront his acrophobia and hesitates to take part. However, they complete it without any obstacles. After skydiving, the three men go to a bar and get into a fight with a stranger on whom they had tried to pull a prank. They are jailed after the fight. Salman, Imraan's father, bails them out and takes them to his home. While speaking to Imraan, Salman reveals that he never wanted the responsibility of a married life with kids, while Imraan's mother did, which is why he never contacted Imraan. Imraan, heartbroken, realises how it would have felt when he had hurt Arjun four years back. He earnestly apologises to Arjun, and he readily forgives Imraan.The trio leave for the bull run in Pamplona, which was Imraan's choice. When confronted by his friends, Kabir confesses to Arjun and Imraan that he is still not ready for a marriage, but could not tell this to Natasha as he did not want to hurt her. On the morning of the Bull-run, Imraan suggests they make a pact to make a promise if they survive the event. Imraan vows to publish his poetry (he was secretly a poet), Arjun vows to go to Morocco with Laila to spend the rest of his life with her, and Kabir promises to tell Natasha that he is not ready to marry her. As they complete the event, the friends gain a renewed sense of their relationships with each other, with others they know, and with themselves.As the credits roll, Imraan, Kabir, Nuria and Natasha are shown attending the wedding of Arjun and Laila in Morocco. Kabir and Natasha did not marry, but remain friends.""]",72097.0,8.2
dilwale dulhania le jayenge,0112870,20 Oct 1995,Drama & Romance,"['Baby Raashi', 'Arjun Sablok', 'Uday Chopra', 'Parmeet Sethi', 'Anaita Shroff', 'Farida Jalal', 'Damyanti Puri', 'Amrish Puri', 'Anupam Kher', 'Pooja Ruparel', 'Hemlata Deepak', 'Kajol', 'Baby Nupur', 'Satish Shah', 'Shah Rukh Khan', 'Surendra Rahi', 'Pallavi', 'Rajesh Bhatija', 'Achala Sachdev', 'Karan Johar', 'Mansoor Merchant', 'Shanker Iyer', 'Lalit Tiwari', 'Mohit Kumar', 'Himani Shivpuri', 'Tulika', 'Govind Khatri', 'Mandira Bedi']",['Aditya Chopra'],"['Javed Siddiqui', 'Aditya Chopra']","['Pamela Chopra', 'Yash Chopra', 'Uday Chopra', 'Mahen Vakil']","When Raj (Shah Rukh Khan) and Simran (Kajol) first met on an inter-rail holiday in Europe, it wasn't exactly Love at first sight but when Simran is taken back to India for an arranged marriage, things change. Encouraged by his father Dharamvir (Anupam Kher), Raj decides to fly down from London to not just win his Bride but her whole family and the blessings of her father Baldev Singh (Amrish Puri).",66052.0,8.1
kal ho naa ho,0347304,28 Nov 2003,Comedy & Drama & Musical & Romance,"['Sushma Seth', 'Joseph Gatt', 'Nikolett Lemmon', 'Ella Atal', 'Bev Reese', 'Sulabha Arya', 'Shoma Anand', 'Michael Pinkhas', 'Dodo Bhujwala', 'Uday Chopra', 'Dara Singh', 'Rani Mukerji', 'Tracy Pendergast', 'Athit Naik', 'Anaita Shroff', 'Susanna Harris', 'Andrew Vannata', 'Kanika Shivpuri', 'Hu Xin', 'Michael Borak', 'Kathryn Berman', 'Hernan Lucero', 'Nadir Hasan', 'Lillete Dubey', 'Toni Vitale', 'Steve West', 'Kamini Khanna', 'Stephen Walker', 'Jaya Bachchan', 'Rajpal Yadav', 'Deepesh Bhatt', 'Simone Singh', 'Freya Adams', 'Stefanie Samuels', 'Farah Khan', 'Kajol', 'Michael Sercerchi', 'Sanjay Kapoor', 'Satish Shah', 'Shah Rukh Khan', 'Jhanak Shukla', 'Ketki Dave', 'Zohra Sehgal', 'Saif Ali Khan', 'Achala Sachdev', 'Karan Johar', 'Delnaaz Irani', 'Ramon Christian', 'Reema Lagoo', 'Preity Zinta', 'Daljit Kaur Soundh', 'Sonali Bendre']",['Nikkhil Advani'],"['Karan Johar', 'Niranjan Iyengar']","['Yash Johar', 'Hiroo Johar', 'Ganesh Nankoosingh', 'Anadil Hossain', 'Karan Johar']","The film's female lead, Naina (Preity Zinta) narrates the story. Her father had committed suicide years ago which left a deep impact on her heart. Her family is dysfunctional since her mother and grandmother just cannot stop arguing. But when Aman (Shahrukh Khan) arrives next door, the whole gloomy conditions change. Aman infuses life in skeptical and overtly serious Naina, and she falls in love with him. But Aman knows that he cannot marry Naina because of a secret which he cannot divulge to her. So he intends upon setting her up with her best pal Rohit (Saif Ali Khan).",65907.0,7.9
drishyam (2015 film),,,,,,,,,,
gunday,2574698,14 Feb 2014,Action & Drama & Musical & Romance,"['Gautam Siddhartha', 'Diwakar Dhayani', 'Irrfan Khan', 'Priyanka Chopra Jonas', 'Saurabh Shukla', 'Karan Aanand', 'Anant Vidhaat Sharma', 'Victor Banerjee', 'Elly Meyers', 'Deepraj Rana', 'Ranveer Singh', 'Amritpal Singh', 'Susanta Joddar', 'Prasanjit Chatterjee', 'Darshan Gurjar', 'Jayesh V. Kardak', 'Uttam Halder', 'Arjun Kapoor', 'Ajay Pathania']",['Ali Abbas Zafar'],"['Ali Abbas Zafar', 'Sanjay Masoomm']","['Aditya Chopra', 'Padam Bhushan', 'Aashish Singh']","Based in Calcutta during its most unsettled times in the 1970s, the film deals with the inseparable life of Bikram and Bala. The story of 2 boys, boys who became refugees. Refugees who became gun couriers. Gun couriers who became coal bandits, coal bandits who became Calcutta's most loved, most celebrated, most reckless, most fearless, Most Powerful! A story of two happy-go-lucky renegades who came to be known as... GUNDAY!",58483.0,2.4
queen (2014 film),4223200,2014,Reality-TV,"['Dawna Lee Heising', 'Share Cherrie', 'L.J. Rivera']",['L.J. Rivera'],,"['Share Cherrie', 'L.J. Rivera']","['Dawna Lee Heising won the 2014 Galactic Film Festival Queen contest in August of 2014, and became the first inaugural Miss Galactic Film Festival Queen.::Eye on Excellence PR']",,
children of heaven,0118849,,Drama & Family & Sport,"['Haj-Ali Salimi', 'Christopher Maleki', 'Soheil Haj-Amini', 'Davud Shams', 'Mohammad Hossein Mortavazi', 'Amir-Ali Kazemi', 'Qolamreza Maleki', 'Mohammad-Hasan Hosseinian', 'Fereshte Sarabandi', 'Mohammad Oskooi', 'Kambiz Peykarnegar', 'Javad Kazemi', 'Dariush Mokhtari', 'Behzad Rafi', 'Abbas-Ali Roomandi', 'Rahman Kharazchi', 'Ali Chaharian', 'Hossein Ahamdloo', 'Jamshid Yusefi', 'Golnaz Tariqat', 'Jafar Seyfollahi', 'Masume Dair', 'Mohammad Haj-Hosseini', 'Moshen Qadiri Nejad', 'Kazem Asqarpoor', 'Faramarz Safarizadeh', 'Hasan Roohparvari', 'Mohammad-Hossein Shahidi', 'Azade Qale Noi', 'Zahra Mirzai', 'Navid Feyzabadi', 'Seyd-Ali Hosseini', 'Hadi Maleki', 'Reza Dehghan', 'Mohammad Amir Naji', 'Siamak Haj-Amini', 'Sara Zamani', 'Bahare Seddiqi', 'Amir Farrokh Hashemian', 'Amir Hossein Tavakkoli', 'Pasha Shoja Zadeh', 'Kamal Mirkarimi', 'Nafise Jafar-Mohammadi', 'Mash-Ebrahim Safari', 'Seyed Karym Alikhani', 'Ahmad Pourmokhber']",['Majid Majidi'],['Majid Majidi'],"['Amir Esfandiari', 'Mohammad Esfandiari']","Zahra's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zahra until they come up with an idea: they will share one pair of shoes, Ali's. School awaits. Will the plan succeed?",69528.0,8.3
bhaag milkha bhaag,2356180,12 Jul 2013,Biography & Drama & Sport,"['Prakash Raj', 'Dalip Tahil', 'Jass Bhatia', 'Shanta Kumar', 'Dev Gill', 'Ranjit Batra', 'Divya Dutta', 'Rebecca Breeds', 'Bharat Singal', 'Diana Pinto', 'Nawab Shah', 'Shriswara', 'Yash Saxena', 'Japtej Singh', 'Shelley Marshall', 'Hikaru Ito', 'Poorva Neeraj', 'Chinmay Chandraunshuh', 'Art Malik', 'Chandan Gill', 'Pawan Malhotra', 'Divjot Singh Chandhok', 'Meesha Shafi', 'Siddharth Bhardwaj', 'Sanjay Gurbaxani', 'Yograj Singh', 'Rakeysh Omprakash Mehra', 'Sahidur Rahaman', 'Richard White', 'Farhan Akhtar', 'Sonam Kapoor', 'Shveta Grover', 'Marcel Alexander Larsen', 'Geeta Agrawal Sharma', 'K.K. Raina', 'Sumit Gulati', 'Preity Üpala', 'Herry Tangiri']",['Rakeysh Omprakash Mehra'],['Prasoon Joshi'],"['Shyam P.S.', 'Sandeep Sharma', 'Jyoti Kapur Das', 'Madhav Roy Kapur', 'Rachvin Narula', 'Shivaji Dasgupta', 'Maitreyee Dasgupta', 'Rajiv Tandon', 'Vikram Malhotra', 'Navmeet Singh', 'Rakeysh Omprakash Mehra', 'Harjit Singh Rai', 'P.S. Bharathi']","The true story of the ""Flying Sikh"" - world champion runner and Olympian Milkha Singh -- who overcame the massacre of his family, civil war during the India-Pakistan partition, and homelessness to become one of India's most iconic athletes.",64261.0,8.2
kahaani,1821480,09 Mar 2012,Mystery & Thriller,"['Mita Chakraborty', 'Sk. Azad Ahmed', 'Parambrata Chattopadhyay', 'Phalguni Chatterjee', 'Bhaskar Majumdar', 'Abir Chatterjee', 'Kalyan Chatterjee', 'Vidya Balan', 'Masood Akhtar', 'Taranjit Kaur', 'Paresh Bhowmick', 'Vishal Chowdhury', 'Shankar Ghoshal', 'Rwitobroto Mukherjee', 'Debdas Saha', 'Nawazuddin Siddiqui', 'Roshni Ali', 'Nitya Ganguly', 'Nandadulal Tripathi', 'Pamela Singh Bhutoria', 'Rumki Chatterjee', 'DJ Farman', 'Riddhi Sen', 'Arindam Sil', 'Amit Vasudeva', 'Colleen Blanche', 'Darshan Jariwala', 'Kunal Padhy', 'Saswata Chatterjee', 'Debashish Sarkar', 'Anindya Pulak Banerjee', 'Kamalika Banerjee', 'Indraneil Sengupta', 'Dibyendu Bardhan', 'Mithun Chakraborty', 'Saurav Das', 'Kharaj Mukherjee', 'Mohd. Faiz Alam', 'Shaubhik Das', 'Santilal Mukherjee', 'Dhritiman Chatterjee']",['Sujoy Ghosh'],"['Sutapa Sikdar', 'Ritesh Shah', 'Nikhil Vyas', 'Suresh Nair', 'Advaita Kala', 'Sujoy Ghosh']","['Jyoti Kapur Das', 'Mohammed Attarwala', 'Kushal Gada', 'Saubhik Das', 'Vikram Malhotra', 'Dhaval Gada', 'Suresh Nair', 'Arindam Sil', 'Sujoy Ghosh']","Kolkata is abuzz with the preparations for the annual Durga Puja festival, as seven months pregnant Vidya Bagchi steps off the airplane from London. Her first stop is the local police station to file a missing person report. Weeks ago, her husband Arnab arrived in India for a job assignment. The first two weeks, they talked daily on the phone, and then without explanation, his calls stopped. Everywhere Vidya turns, no one can remember Arnab. There is no trace of him at the guest house or his workplace. But Vidya will not give up her search. Somewhere in Kolkata she will discover the dangerous truth.",60027.0,8.1
ghajini (2008 film),,,,,,,,,,
andhadhun,8108198,05 Oct 2018,Crime & Drama & Music & Mystery & Thriller,"['Pratik Nandkumar More', 'Swapnil Sawant', 'Saumin Patel', 'Zakir Hussain', 'Gopal Singh', 'Radhika Apte', 'Surabhi Sharma', 'Franco Vaz', 'Tabu', 'Anil Dhawan', 'Suchitra Mohite', 'Ashwini Kalsekar', 'Jaydutt Vyas', 'Rashmi Agdekar', 'Nikitasha Kapoor', 'Pawan Singh', 'Hemendra Pratap Singh', 'Rahul Gajjal', 'Ayushmann Khurrana', 'Vishal Bajaj', 'Yogesh Chandekar', 'Mahesh Rale', 'Manav Vij', 'Abhishek Shukla', 'Akash Soni', 'Abhishek Anand', 'Chhaya Kadam', 'Mohini Kewalramani', 'Hera Sajid', 'Kabir Sajid', 'Pankaj Poal']",['Sriram Raghavan'],"['Yogesh Chandekar', 'Arijit Biswas', 'Pooja Ladha Surti', 'Sriram Raghavan', 'Hemanth M. Rao', 'Olivier Treiner']","['Sanjay Routray', 'Kewal Garg', 'Amit J. Chaudhary', 'Bobby Adhale', 'Ashish Kathpal', 'Kanchan Marathe', 'Pratik Nandkumar More', 'Dikssha Jyote Routray', 'Ashok Vashodia', 'Vicky Bhatia', 'Maciej Zemojcin', 'Gaurav Nanda', 'Archana Tamboskar', 'Vishal Bajaj']",Akash a blind pianist is preparing for a London concert.Sophie's scooter bumps into Akash and upon finding he a pianist she takes him to her restaurant Franco's run by her father and offers him a job.Akash meets 70s actor Pramod Sinha at the restaurant who asks him to do a private concert of his songs at his residence to surprise his wife Simi. Next Day upon reaching his house a shocking surprise is waiting for Akash.,81217.0,8.2
